airline_stance,airline,text
0,American,"@AmericanAir I made my flight but then still had no update emails when I landed
0,American,@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting
0,American,'@AmericanAir I still am not on a flight. Ive been here allll day and now we''re not boarding because we''re waiting for catering?'
0,American,@AmericanAir my husband and 5 year old son stuck overnight in DC thanks to 7 crew members arguing over who was boarding the flight
0,American,@AmericanAir if this is how you guys work then i will never fly with you guys again.
2,American,"@AmericanAir versus @JetBlue 
0,American,"@AmericanAir agents refuse to help
0,American,@AmericanAir fight got Cancelled Flighted can u help me rebook a flight?  Call center is too busy to answer calls or even put me on hold #yuck
1,American,@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number
0,American,'@AmericanAir ah if only we could get through. We''ve tried for over 2 hrs. Can we call @united?'
0,American,@AmericanAir this is ridiculous! You all really have terrible customer service and a lack of urgency. Im convinced.
0,American,'"@AmericanAir of course it wasn''t your intention'
0,American,@AmericanAir I have been waiting at this airport since 11 am and have to wait until 8:30 tomorrow and cannot get any sort of help!
0,American,@AmericanAir pathetic to have your gate agents lie to my face when you are at fault
0,American,@AmericanAir trying to check in for flight. On line not working &amp; agents too busy to take my call.
1,American,"@AmericanAir yep
0,American,@AmericanAir understand the weather but would be nice to hear an apology on the phone when you moved my flight to an inconvenient day
0,American,"@AmericanAir My baggage is lost
1,American,'@AmericanAir I''m on 1024 into Dallas. Do I have any chance of catching 2238 to Boston? Do I need to run from Gate D6 to A15?.'
0,American,@AmericanAir AA I need a Hail Mary. How do I get from Dallas to Joplin JLN in the next 14 hours. Willing to fly to other airports and drive
0,American,'@AmericanAir I''ve been on hold for about 3 and a half hours now. Thanks for Cancelled Flighting my flight and not notifying me.'
0,American,@AmericanAir rude gate agent by AA363 ORD-LGA just now. Seems to have a temper. Made me check in a bag that fit INSIDE the sizer.
1,American,"@AmericanAir Hi ho
0,American,@AmericanAir you put a sour taste on this customer’s vacation. it was joke watching those “we care thanks for choosing us” videos
1,American,@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?
0,American,@AmericanAir help us here !!! We are stuck here @jfk for more than 24hours! !we need to go home #flight919 #saveus
0,American,'@AmericanAir lets me get in line for call back in over 2 hours. I''ll just hope the 1 ticket left on the flight I want is still there Late Flightr.'
0,American,@AmericanAir Flight  AA1691 LAX to LAS closes too early and gate agents give us hassles #PatheticCX
0,American,@AmericanAir I am honestly in shock how this process and service compares to my other airline experiences. Not really sure what to say...
0,American,"@AmericanAir here we go again #aa106 ""Plane not ready"". Are we going to find the crew run out of time again like last night #shortstaffed"
0,American,@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded
1,American,@AmericanAir At what e-mail adress can I send your CEO Mr. Doug Parker a letter that he hopefully reads?
0,American,"@AmericanAir why does your customer service line say ""we are experiencing high call volume"" and then spontaneously hangup on the person?"
0,American,@AmericanAir well its been over 4 hours now and still no one has picked up   try paying overtime and bring in more people
1,American,'@AmericanAir What''s the best way to check on any delays or Cancelled Flightlations for my flight out of DFW on Tuesday?'
2,American,@americanair @bershawnjackson big UPS to Newark airport staff &amp;&amp; D.Dean. I was also treated lovely while I was in town. ❤❤
0,American,@AmericanAir pleaseeee find my suitcase. I want deoderant and a clean shirt for work tomorrow :(
1,American,@AmericanAir Here you go https://t.co/oM1vIEg74a
1,American,"@AmericanAir Hey
2,American,"@AmericanAir ok
1,American,@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.
0,American,'@AmericanAir any idea what''s up with flight AA3181?'
0,American,@AmericanAir your maint delay left us stuck in den!! Flight 1080.  Been on plane for 7 hrs.  Stop flying broke french planes!
0,American,@AmericanAir sucks!! Teco teco #reclameaqui #TripAdvisor http://t.co/auGJsCmoLu
0,American,'@AmericanAir  You can''t get us to Cincy but our luggage will still go there tonight? Stranded us in Dallas for 2 days w/o clothes? #Yousuck'
0,American,'@AmericanAir It just hangs up and your agents on the ground are useless. How don''t I have a seat on a first class ticket booked weeks ago?'
0,American,@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home
0,American,'@AmericanAir we''re still here guys - you are the worst'
0,American,@AmericanAir 24 hours on the AirPort
0,American,'@AmericanAir - don''t understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :('
0,American,'@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I''ve been in YYZ since 5 AM.'
0,American,"@AmericanAir plane breaks
0,American,@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info
0,American,@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel
0,American,"@AmericanAir Kid upset
0,American,@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours.
0,American,@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz.
0,American,'@AmericanAir Flight''s Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?'
0,American,@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel
0,American,'@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won''t give luggage back. Nice.'
0,American,@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒
0,American,@AmericanAir not to mention its a three hour wait to get an agent on the phone.
0,American,@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL.
0,American,@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta
0,American,@AmericanAir there is a full flight of customers sitting on the plane waiting for baggage to be loaded on AA 356 in DFW - why? 2 hour delay
0,American,@AmericanAir why a different airport! I have no way of getting to a different airport.
0,American,"@AmericanAir AA agent said I repeated myself when I was explaining. I told him ""I understand English."" His reply?""Our conversation is over."""
0,American,"@AmericanAir long wait? I literally went shopping at 3 different centers
0,American,@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc
0,American,@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?
0,American,@AmericanAir Stuck on the plane in Charlotte.  Going to miss my connection.  No words from staff. Maybe some damn pretzels?
1,American,"@AmericanAir Do you happen to know if that plane will be repainted
0,American,@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?
0,American,'@AmericanAir today''s wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ'
0,American,@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE
0,American,'"@AmericanAir I''ve got a BA flight as your airport couldn''t accommodate us. We were left without any info. No vouchers for food'
0,American,'@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I''m extremely irritated. I''ve been at this airport for 5.5 hrs.'
2,American,@AmericanAir many trips coming up!  I will see you soon 😃
1,American,@AmericanAir message and pics sent...
0,American,@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?
0,American,@AmericanAir … Been trying to book a whole new flight since 2 hours!! what is wrong with your website?
1,American,@AmericanAir Considering it was purchased on the 21st and I attempted to use it again on the 21st I believe it would fit these parameters.
2,American,"@AmericanAir pretty impressed with the in flight entertainment. Full touch
0,American,@AmericanAir Now your site is not working! WTF
0,American,"@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong
0,American,'@AmericanAir it wasn''t '' disrupted'' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour'
2,American,'@AmericanAir I''m great thanks keep up the good work'
0,American,'@AmericanAir my flight has been delayed &amp; I can''t talk reach anyone in customer service because of high call volume.'
0,American,@AmericanAir why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?
0,American,@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for Flight Booking Problems an AM flight tomorrow. Iceday?
